item_identifier,item_weight,item_fat_content,item_visibility,item_type,item_mrp,outlet_identifier,outlet_establishment_year,outlet_size,outlet_location_type,outlet_type,item_outlet_sales
FDN12,0.657636201250372,0.0,0.0,0.4,0.3419564818776359,0.6666666666666666,1.0,0.0,1.0,1.0,0.10884423135774764
FDD50,0.8511461744566835,0.0,0.43096299962567786,0.3333333333333333,0.5820209305326352,0.1111111111111111,0.08333333333333333,1.0,1.0,0.0,0.21768846271549527
FDG17,0.13754093480202442,0.25,0.10930853672617065,0.2,0.9047540220986221,0.3333333333333333,0.5833333333333334,0.0,0.0,0.0,0.4841375089258391
FDY58,0.42244715689193213,0.0,0.12174709517267204,0.06666666666666667,0.8322611698551434,0.3333333333333333,0.5833333333333334,0.0,0.0,0.0,0.3473426502091197
NCK29,0.4790116105983923,0.0,0.0,0.4666666666666667,0.39127175736337766,1.0,0.0,0.5,0.0,0.3333333333333333,0.025757421197592573
FDM32,0.9493896993152723,0.0,0.0,0.0,0.25294314392627454,0.8888888888888888,0.5416666666666666,0.0,1.0,0.3333333333333333,0.004335407528307661
FDL46,0.9404584697826734,0.0,0.16461150141081235,0.06666666666666667,0.363145929683733,0.2222222222222222,0.5,0.5,0.0,0.0,0.17800673263286754
FDC51,0.3774933015778505,0.25,0.02934557440968196,0.26666666666666666,0.3844805397659746,0.3333333333333333,0.5833333333333334,0.0,0.0,0.0,0.18616749974497604
FDF16,0.16344150044656147,0.0,0.26269386085514146,0.2,0.4920135281054541,0.3333333333333333,0.5833333333333334,0.0,0.0,0.0,0.14464959706212385
NCV54,0.3896993152724025,0.0,0.10073782240794285,0.13333333333333333,0.3617274141080754,0.1111111111111111,0.08333333333333333,1.0,1.0,0.0,0.07915944098745283
FDE35,0.14915153319440308,0.25,0.13395445053497637,0.8666666666666667,0.12309251675732942,0.5555555555555556,0.7083333333333334,0.0,0.5,0.0,0.046822401305722745
FDA23,0.31229532598987797,0.0,0.1436644837116521,0.4,0.28910043531704804,0.4444444444444444,0.7916666666666666,0.5,0.5,0.0,0.18351525043354078
FDI46,0.29443286692467996,0.0,0.2268516944626622,0.06666666666666667,0.9366888739482102,0.5555555555555556,0.7083333333333334,0.0,0.5,0.0,0.19024788330103032
FDZ21,0.7767192616850254,0.25,0.1193370926898996,0.06666666666666667,0.28035419595379263,0.1111111111111111,0.08333333333333333,1.0,1.0,0.0,0.07140671223094971
DRK13,0.43137838642453114,0.0,0.3526863779448634,0.5333333333333333,0.7089114357313123,0.7777777777777778,0.9166666666666666,0.0,0.5,0.0,0.34703662144241565
FDX36,0.30604346531705867,0.25,0.392851468000878,0.4,0.8304402746368398,0.7777777777777778,0.9166666666666666,0.0,0.5,0.0,0.20432520656941755
FDY22,0.711223578445966,0.25,0.48835482822139176,0.06666666666666667,0.4780287132680019,0.6666666666666666,1.0,0.0,1.0,1.0,0.11863715189227789
FDR32,0.4790116105983923,0.25,0.26003283135563166,0.0,0.8297144632561172,0.0,0.0,0.0,1.0,0.6666666666666666,0.4698051616851984
DRF25,0.2646621018160167,0.0,0.11853326419947482,0.5333333333333333,0.015403330413109787,0.2222222222222222,0.5,0.5,0.0,0.0,0.033918188309701114
FDK20,0.4790116105983923,0.25,0.1265493255922511,0.0,0.39566143063789905,0.2222222222222222,0.5,0.5,0.0,0.0,0.18514740385596246
DRI11,0.4790116105983923,0.0,0.18343217243612936,0.7333333333333333,0.359482067789934,1.0,0.0,0.5,0.0,0.3333333333333333,0.023921248597368154
FDH05,0.5832092884787139,0.25,0.27740721403806784,0.2,0.8587002288640331,0.5555555555555556,0.7083333333333334,0.0,0.5,0.0,0.13944710802815466
FDA46,0.5385531408157189,0.0,0.3589441935531061,0.06666666666666667,0.6889843054961324,0.5555555555555556,0.7083333333333334,0.0,0.5,0.0,0.33999795980822206
DRD24,0.5534385233700505,0.0,0.09377568166099388,0.5333333333333333,0.47549304239757156,0.2222222222222222,0.5,0.5,0.0,0.0,0.14954605732938897
FDL39,0.6874069663590354,0.25,0.19394439276687978,0.26666666666666666,0.6394007769152932,0.7777777777777778,0.9166666666666666,0.0,0.5,0.0,0.4535856370498827
FDD52,0.8154212563262875,0.25,0.5604342815198426,0.26666666666666666,0.33475184890899096,0.6666666666666666,1.0,0.0,1.0,1.0,0.1405182087116189
FDR55,0.4522179220005954,0.75,0.4044894075460326,0.0,0.6765631685104823,0.7777777777777778,0.9166666666666666,0.0,0.5,0.0,0.17127409976537797
DRI13,0.6427508186960404,0.0,0.06224878951291921,0.5333333333333333,0.7859170520682653,0.7777777777777778,0.9166666666666666,0.0,0.5,0.0,0.4131388350504948
FDG31,0.4790116105983923,0.0,0.11484139629817079,0.6,0.14088635576472508,0.0,0.0,0.0,1.0,0.6666666666666666,0.19040089768438234
FDP04,0.6427508186960404,0.0,0.04214727623978234,0.2,0.1440026757397334,0.5555555555555556,0.7083333333333334,0.0,0.5,0.0,0.07089666428644294
FDH35,0.8154212563262875,0.0,0.18331350594962195,0.8666666666666667,0.5588433537748982,0.1111111111111111,0.08333333333333333,1.0,1.0,0.0,0.08563704988268898
NCB42,0.43137838642453114,0.0,0.026065142940541706,0.4666666666666667,0.3648547698116796,0.4444444444444444,0.7916666666666666,0.5,0.5,0.0,0.18382127920024485
FDQ14,0.2807383149746948,0.0,0.18844414980646784,0.26666666666666666,0.49497365007572214,0.3333333333333333,0.5833333333333334,0.0,0.0,0.0,0.12368662654289504
FDI19,0.4790116105983923,0.0,0.15860855884492894,0.6,0.8979738402298149,0.0,0.0,0.0,1.0,0.6666666666666666,0.4430276445985923
FDJ55,0.4909199166418577,0.25,0.11993629008312373,0.6,0.8215268015402482,0.8888888888888888,0.5416666666666666,0.0,1.0,0.3333333333333333,0.1181271039477711
DRN59,0.6219112831199761,0.0,0.19562459133313262,0.7333333333333333,0.059066615053412944,0.3333333333333333,0.5833333333333334,0.0,0.0,0.0,0.05814546567377334
NCR06,0.4730574575766597,0.0,0.020583755554675034,0.13333333333333333,0.04890186011449993,0.1111111111111111,0.08333333333333333,1.0,1.0,0.0,0.04641436295011732
NCF42,0.7618338791306937,0.0,0.509282518347613,0.13333333333333333,0.6153742979578809,0.1111111111111111,0.08333333333333333,1.0,1.0,0.0,0.2263592777721106
FDG24,0.20363203334325689,0.0,0.04473555099332397,0.4,0.2268054451982696,0.6666666666666666,1.0,0.0,1.0,1.0,0.1313373457104968
FDB58,0.3539743971420065,0.25,0.04126619531546893,0.06666666666666667,0.46997517809968153,0.6666666666666666,1.0,0.0,1.0,1.0,0.18213812098337245
FDQ56,0.4790116105983923,0.0,0.3200025964174871,0.0,0.21689790762585823,0.0,0.0,0.0,1.0,0.6666666666666666,0.28022034071202695
NCV41,0.5832092884787139,0.0,0.051885647590992665,0.4666666666666667,0.34479351302895095,0.2222222222222222,0.5,0.5,0.0,0.0,0.14985208609609305
FDW19,0.4641262280440607,0.25,0.11790274742895775,0.0,0.33687410440817944,0.7777777777777778,0.9166666666666666,0.0,0.5,0.0,0.15734979088034276
FDO56,0.33581423042572195,0.25,0.22927421556089905,0.0,0.3730534672561444,0.8888888888888888,0.5416666666666666,0.0,1.0,0.3333333333333333,0.024380291747424256
FDI41,0.8303066388806192,0.25,0.0,0.2,0.49852545687916394,0.5555555555555556,0.7083333333333334,0.0,0.5,0.0,0.18907477302866474
FDN10,0.4135159273593331,0.0,0.0,0.06666666666666667,0.3744609471032061,0.6666666666666666,1.0,0.0,1.0,1.0,0.061001734163011335
FDY20,0.4730574575766597,0.25,0.2499636104464122,0.0,0.2587402970478577,0.6666666666666666,1.0,0.0,1.0,1.0,0.10149954095684997
DRM37,0.4790116105983923,0.5,0.2921243797499558,0.5333333333333333,0.7100506624832766,0.0,0.0,0.0,1.0,0.6666666666666666,0.525859430786494
FDV34,0.3655849955343852,0.25,0.034862803221969434,0.06666666666666667,0.17663023178425663,0.5555555555555556,0.7083333333333334,0.0,0.5,0.0,0.07671121085382027
NCX18,0.5713009824352485,0.0,0.02677394140596104,0.13333333333333333,0.6949155851652643,0.4444444444444444,0.7916666666666666,0.5,0.5,0.0,0.14791390390696726
FDY10,0.7767192616850254,0.0,0.14972211718819972,0.06666666666666667,0.35495826796786395,0.5555555555555556,0.7083333333333334,0.0,0.5,0.0,0.14658777925124963
NCZ17,0.4790116105983923,0.0,0.24071002103261382,0.4666666666666667,0.036335560852705284,0.0,0.0,0.0,1.0,0.6666666666666666,0.1108334183413241
FDT12,0.09883894016076213,0.25,0.1509798223792697,0.4,0.8324173678598837,0.1111111111111111,0.08333333333333333,1.0,1.0,0.0,0.39513414260940527
FDD57,0.8064900267936886,0.0,0.0682101383622791,0.0,0.2747022051083539,0.2222222222222222,0.5,0.5,0.0,0.0,0.1360297867999592
FDK45,0.42244715689193213,0.0,0.10331238484685637,1.0,0.34081725512567146,0.5555555555555556,0.7083333333333334,0.0,0.5,0.0,0.2575742119759258
FDJ57,0.17058648407264065,0.25,0.06582823653226885,1.0,0.6526708161006187,0.5555555555555556,0.7083333333333334,0.0,0.5,0.0,0.39589921452616544
NCI31,0.919618934206609,0.0,0.24803850561678698,0.8,0.02346790131002589,0.3333333333333333,0.5833333333333334,0.0,0.0,0.0,0.05636029786799959
FDZ48,0.7856504912176242,0.5,0.23166813964677246,0.4,0.344503188476662,0.3333333333333333,0.5833333333333334,0.0,0.0,0.0,0.17739467509945936
FDI16,0.5623697529026496,0.25,0.4134575018797412,0.2,0.09878674897622391,0.2222222222222222,0.5,0.5,0.0,0.0,0.11986126695909417
FDZ31,0.6427508186960404,0.25,0.0,0.0,0.6865937969018465,0.3333333333333333,0.5833333333333334,0.0,0.0,0.0,0.1884117107008059
DRG15,0.09377791009228938,0.0,0.23414630174276302,0.26666666666666666,0.12845418305047915,0.5555555555555556,0.7083333333333334,0.0,0.5,0.0,0.05845149444047741
FDX36,0.30604346531705867,0.25,0.39143406900484967,0.4,0.8287424702374889,0.5555555555555556,0.7083333333333334,0.0,0.5,0.0,0.34224217076405183
FDD40,0.9345043167609407,0.25,0.045048004794577955,0.26666666666666666,0.6800818681281368,0.2222222222222222,0.5,0.5,0.0,0.0,0.23329592981740285
FDA04,0.4790116105983923,0.25,0.2022188900286009,0.2,0.9698970790973114,0.0,0.0,0.0,1.0,0.6666666666666666,0.4339487911863716
FDL21,0.6725215838047037,0.25,0.021743802755488862,0.06666666666666667,0.0405690361224864,0.1111111111111111,0.08333333333333333,1.0,1.0,0.0,0.04947465061715803
FDS21,0.9106877046740102,0.25,0.06351813022568453,0.06666666666666667,0.13382688507222462,0.1111111111111111,0.08333333333333333,1.0,1.0,0.0,0.06860144853616242
DRF23,0.0032747841619529977,0.0,0.37560744518451217,0.7333333333333333,0.5995354807163377,0.7777777777777778,0.9166666666666666,0.0,0.5,0.0,0.27807813934509845
FDM46,0.16731169991068773,0.0,0.4870341219027754,0.06666666666666667,0.2657997677403582,0.4444444444444444,0.7916666666666666,0.5,0.5,0.0,0.0974191574007957
DRG49,0.4790116105983923,0.0,0.20441684342651248,0.5333333333333333,0.8979628045012191,0.0,0.0,0.0,1.0,0.6666666666666666,0.25951239416505156
FDG26,0.8511461744566835,1.0,0.13013862976515417,0.3333333333333333,0.9534996842083817,0.5555555555555556,0.7083333333333334,0.0,0.5,0.0,0.29200244823013366
FDR51,0.4790116105983923,0.25,0.5256834393620374,0.6,0.4973751943986037,0.0,0.0,0.0,1.0,0.6666666666666666,0.28562684892379886
FDV39,0.40160762131586786,0.0,0.022164167570173095,0.6,0.7022653804100538,0.4444444444444444,0.7916666666666666,0.5,0.5,0.0,0.20952769560338674
FDC39,0.16969336111938077,0.0,0.0,0.26666666666666666,0.740410800752467,0.7777777777777778,0.9166666666666666,0.0,0.5,0.0,0.3475466693869224
FDP45,0.6635903542721047,0.25,0.09378477143651352,0.06666666666666667,0.9409333849465871,0.7777777777777778,0.9166666666666666,0.0,0.5,0.0,0.22880750790574317
FDC56,0.18844894313783864,0.0,0.37004893326109584,0.0,0.3690772093528649,0.2222222222222222,0.5,0.5,0.0,0.0,0.07089666428644294
FDK38,0.12473950580529922,0.0,0.1631937339515217,0.3333333333333333,0.5029040944250895,0.7777777777777778,0.9166666666666666,0.0,0.5,0.0,0.1794348668774865
NCJ29,0.35992855016373915,1.0,0.10707858792746015,0.4666666666666667,0.22552105617016074,0.1111111111111111,0.08333333333333333,1.0,1.0,0.0,0.06273589717433439
NCF19,0.4790116105983923,0.0,0.18718804027448405,0.13333333333333333,0.0734869167192986,1.0,0.0,0.5,0.0,0.3333333333333333,0.008619810262164646
FDG59,0.6725215838047037,0.0,0.13163090597734745,0.8666666666666667,0.026428023280293915,0.4444444444444444,0.7916666666666666,0.5,0.5,0.0,0.0181577068244415
FDE59,0.4522179220005954,0.0,0.19074868957715604,0.8666666666666667,0.02276416138649498,0.7777777777777778,0.9166666666666666,0.0,0.5,0.0,0.016729572579822508
FDB04,0.4045846978267341,0.25,0.19362269388740885,0.26666666666666666,0.2470118642571427,0.7777777777777778,0.9166666666666666,0.0,0.5,0.0,0.08497398755483017
NCK05,0.9255730872283418,0.0,0.23566361214073414,0.4666666666666667,0.1254830253516153,0.1111111111111111,0.08333333333333333,1.0,1.0,0.0,0.10068346424563909
FDR03,0.6635903542721047,0.25,0.026752716703993925,0.6,0.7373055165060544,0.7777777777777778,0.9166666666666666,0.0,0.5,0.0,0.4085484035499338
FDQ03,0.4790116105983923,0.25,0.41594596876647155,0.6,0.8774881323472485,1.0,0.0,0.5,0.0,0.3333333333333333,0.05192288075079058
FDC59,0.7231318844894313,0.25,0.16729421847523032,0.8666666666666667,0.13975816474135652,0.7777777777777778,0.9166666666666666,0.0,0.5,0.0,0.12475772722635929
DRB13,0.09288478713902949,0.25,0.021572412525816636,0.5333333333333333,0.6785402617335262,0.7777777777777778,0.9166666666666666,0.0,0.5,0.0,0.25910435580944613
NCE54,0.9612980053587376,0.0,0.08237746248718159,0.13333333333333333,0.18100886933018223,0.7777777777777778,0.9166666666666666,0.0,0.5,0.0,0.1242476792818525
FDC10,0.31229532598987797,0.75,0.22188155137577056,0.06666666666666667,0.3706298514760712,0.4444444444444444,0.7916666666666666,0.5,0.5,0.0,0.06207283484647557
FDR46,0.4790116105983923,0.0,0.7433283910127754,0.06666666666666667,0.49569946145644456,1.0,0.0,0.5,0.0,0.3333333333333333,0.008670815056615324
FDA10,0.9404584697826734,0.0,0.43176950480376824,0.06666666666666667,0.3846257020421191,0.4444444444444444,0.7916666666666666,0.5,0.5,0.0,0.10068346424563909
FDP23,0.4790116105983923,0.0,0.10784258279859772,0.6666666666666666,0.7934120095891993,0.0,0.0,0.0,1.0,0.6666666666666666,0.2809854126287871
FDJ41,0.13664781184876448,0.0,0.06962505556030124,0.2,0.9710142343920841,0.1111111111111111,0.08333333333333333,1.0,1.0,0.0,0.45848209731714784
FDL46,0.9404584697826734,0.0,0.1644745183414739,0.06666666666666667,0.3618725763842199,0.1111111111111111,0.08333333333333333,1.0,1.0,0.0,0.1418953381617872
FDX33,0.27627270020839534,0.25,0.35769140323563364,0.06666666666666667,0.5418873812385823,0.4444444444444444,0.7916666666666666,0.5,0.5,0.0,0.1695399367540549
NCL29,0.30604346531705867,0.0,0.3475022094701587,0.4666666666666667,0.5414739658673404,0.3333333333333333,0.5833333333333334,0.0,0.0,0.0,0.33734571049678674
FDE16,0.4790116105983923,0.0,0.14045589344320172,0.2,0.7449346005745371,1.0,0.0,0.5,0.0,0.3333333333333333,0.0613077629297154
FDM57,0.42244715689193213,0.25,0.23097216126675937,0.06666666666666667,0.22878253842131355,0.2222222222222222,0.5,0.5,0.0,0.0,0.16454146689788843
FDZ36,0.08812146472164337,0.25,0.20015484409759066,0.4,0.666532540119118,0.1111111111111111,0.08333333333333333,1.0,1.0,0.0,0.11170049984698563
NCW42,0.8124441798154212,0.0,0.29801396352739906,0.13333333333333333,0.808815340002309,0.8888888888888888,0.5416666666666666,0.0,1.0,0.3333333333333333,0.06518412730796697
NCI54,0.4790116105983923,0.5,0.17913886895566924,0.13333333333333333,0.33617036448464843,1.0,0.0,0.5,0.0,0.3333333333333333,0.030908905437111087
DRK01,0.18309020541827925,0.0,0.18670751241291828,0.5333333333333333,0.2633871876888807,0.6666666666666666,1.0,0.0,1.0,1.0,0.09884729164541468
FDX10,0.10896100029770764,0.25,0.37748121790494665,0.06666666666666667,0.008477986268158013,0.5555555555555556,0.7083333333333334,0.0,0.5,0.0,0.008262776701009895
FDO46,0.3003870199464126,0.25,0.04345550352989632,0.06666666666666667,0.6625562822158385,0.6666666666666666,1.0,0.0,1.0,1.0,0.20024482301336327
FDD16,0.9493896993152723,0.0,0.1852902291326252,0.2,0.18582299370454128,0.8888888888888888,0.5416666666666666,0.0,1.0,0.3333333333333333,0.008874834234418035
FDZ20,0.4790116105983923,0.0,0.0,0.0,0.9412016380416844,0.0,0.0,0.0,1.0,0.6666666666666666,0.8742221768846271
NCI18,0.8213754093480202,0.0,0.042946841518908124,0.13333333333333333,0.8242186704154189,0.7777777777777778,0.9166666666666666,0.0,0.5,0.0,0.10058145465673773
DRI25,0.8958023221196785,0.0,0.1032350075617797,0.5333333333333333,0.10599138194486891,0.2222222222222222,0.5,0.5,0.0,0.0,0.05671733142915435
FDY44,0.5713009824352485,0.25,0.07446627913751143,0.0,0.7042535093616934,0.5555555555555556,0.7083333333333334,0.0,0.5,0.0,0.28333163317351834
FDW38,0.4790116105983923,0.25,0.0,0.26666666666666666,0.10458390209780712,1.0,0.0,0.5,0.0,0.3333333333333333,0.005712536978475978
FDY33,0.4790116105983923,0.25,0.2945587495304529,0.06666666666666667,0.5421777057908712,0.0,0.0,0.0,1.0,0.6666666666666666,0.4484851576048149
DRH51,0.7767192616850254,0.0,0.2959831706445209,0.26666666666666666,0.2487096686564934,0.4444444444444444,0.7916666666666666,0.5,0.5,0.0,0.024380291747424256
FDT32,0.8600774039892825,0.25,0.20099575339086384,0.0,0.66694595549036,0.7777777777777778,0.9166666666666666,0.0,0.5,0.0,0.21396511272059576
FDI50,0.23012801428996724,0.25,0.09406659406458426,0.3333333333333333,0.8380583229767266,0.3333333333333333,0.5833333333333334,0.0,0.0,0.0,0.45363664184433344
FDB60,0.2825245608812147,0.0,0.08678178912532022,0.4,0.6983222296925616,0.1111111111111111,0.08333333333333333,1.0,1.0,0.0,0.1761705600326431
FDP09,0.9047335516522774,0.5,0.10318021311598392,0.06666666666666667,0.7725018506067953,0.4444444444444444,0.7916666666666666,0.5,0.5,0.0,0.3228603488727941
FDA20,0.13247990473355167,0.0,0.20270243258958529,0.0,0.6537990071239873,0.1111111111111111,0.08333333333333333,1.0,1.0,0.0,0.29735795164745493
NCX05,0.4790116105983923,0.0,0.5175026779361774,0.4666666666666667,0.36061025881330266,1.0,0.0,0.5,0.0,0.3333333333333333,0.006324594511884118
DRF37,0.7558797261089609,0.0,0.0,0.5333333333333333,0.9860041494339521,0.5555555555555556,0.7083333333333334,0.0,0.5,0.0,0.057890441701519954
FDJ26,0.6397737421851741,0.25,0.2581228030682502,0.3333333333333333,0.7798516458515848,0.2222222222222222,0.5,0.5,0.0,0.0,0.1448026114454759
FDZ25,0.6635903542721047,0.25,0.0840980732513979,0.3333333333333333,0.5814513171566532,0.2222222222222222,0.5,0.5,0.0,0.0,0.3095991023156177
FDZ58,0.791604644239357,0.0,0.15885637322743743,0.06666666666666667,0.3837767998424438,0.4444444444444444,0.7916666666666666,0.5,0.5,0.0,0.21330205039273692
FDZ50,0.4790116105983923,0.25,0.0,0.26666666666666666,0.649286243030513,0.0,0.0,0.0,1.0,0.6666666666666666,0.46200142813424466
NCG18,0.6397737421851741,0.0,0.1171174090949669,0.13333333333333333,0.30875931245713045,0.8888888888888888,0.5416666666666666,0.0,1.0,0.3333333333333333,0.013159236968275019
FDZ56,0.6963381958916344,0.0,0.07853193017975635,0.0,0.5757993263112143,0.5555555555555556,0.7083333333333334,0.0,0.5,0.0,0.21682138120983374
FDH50,0.6219112831199761,0.25,0.4911861851929,0.3333333333333333,0.6529611406529077,0.1111111111111111,0.08333333333333333,1.0,1.0,0.0,0.166989697031521
DRO35,0.5534385233700505,0.0,0.10548544718108369,0.7333333333333333,0.3601858077134649,0.5555555555555556,0.7083333333333334,0.0,0.5,0.0,0.09507293685606448
DRH51,0.4790116105983923,0.0,0.0,0.26666666666666666,0.24573851095762958,0.0,0.0,0.0,1.0,0.6666666666666666,0.15903294909721513
FDS19,0.5504614468591843,0.25,0.1958248313226953,0.0,0.19529504444851917,0.3333333333333333,0.5833333333333334,0.0,0.0,0.0,0.11955523819239008
NCM06,0.1738612682345936,0.0,0.23154225615256604,0.13333333333333333,0.5206979334324852,0.6666666666666666,1.0,0.0,1.0,1.0,0.19861266959094157
FDP52,0.8422149449240844,0.25,0.21648462429603874,0.2,0.8374887096007444,0.7777777777777778,0.9166666666666666,0.0,0.5,0.0,0.3669794960726308
FDK02,0.4730574575766597,0.0,0.572004445140796,0.3333333333333333,0.37332172035124184,0.8888888888888888,0.5416666666666666,0.0,1.0,0.3333333333333333,0.006630623278588188
FDG59,0.6725215838047037,0.0,0.13165580313133357,0.8666666666666667,0.029823632078995455,0.2222222222222222,0.5,0.5,0.0,0.0,0.03886565337141691
FDN20,0.4790116105983923,0.0,0.07934173021115064,0.0,0.5868350549069944,0.0,0.0,0.0,1.0,0.6666666666666666,0.3200550851780068
FDO57,0.964275081869604,0.0,0.33238736227284804,0.06666666666666667,0.5520742076346868,0.6666666666666666,1.0,0.0,1.0,1.0,0.34163011323064374
NCJ30,0.07532003572491816,0.0,0.24551599394268322,0.13333333333333333,0.5818757682564908,0.4444444444444444,0.7916666666666666,0.5,0.5,0.0,0.08849331837192696
FDQ31,0.07323608216731171,0.25,0.27445701700644926,0.0,0.2487096686564934,0.8888888888888888,0.5416666666666666,0.0,1.0,0.3333333333333333,0.010915026012445171
FDC05,0.5087823757070556,0.25,0.3012816571302081,0.2,0.6981660316878214,0.3333333333333333,0.5833333333333334,0.0,0.0,0.0,0.3144955625828828
FDM08,0.33015778505507587,0.25,0.0,0.0,0.8226660282922126,0.1111111111111111,0.08333333333333333,1.0,1.0,0.0,0.271651535244313
NCA41,0.7261089610002976,0.0,0.09921268292693622,0.4666666666666667,0.6826285747271629,0.4444444444444444,0.7916666666666666,0.5,0.5,0.0,0.29225747220238707
FDK15,0.4790116105983923,0.0,0.2982337137989564,0.6,0.28698921554645535,0.0,0.0,0.0,1.0,0.6666666666666666,0.37743547893501994
FDX56,0.7469484965763621,0.25,0.0,0.0,0.7524405938240667,0.3333333333333333,0.5833333333333334,0.0,0.0,0.0,0.4098745282056514
FDT21,0.17058648407264065,0.0,0.06209624572233945,0.06666666666666667,0.9236870878579821,0.2222222222222222,0.5,0.5,0.0,0.0,0.16913189839844947
FDQ46,0.17594522179220004,0.0,0.3161263415823508,0.06666666666666667,0.350021052774552,0.2222222222222222,0.5,0.5,0.0,0.0,0.04886259308374988
FDS01,0.4790116105983923,0.0,0.09461041234303448,0.3333333333333333,0.6297945996237666,1.0,0.0,0.5,0.0,0.3333333333333333,0.011068040395797205
FDW34,0.4790116105983923,0.0,0.18969607225592586,0.06666666666666667,0.8961308735543196,1.0,0.0,0.5,0.0,0.3333333333333333,0.03468326022646129
FDX07,0.8719857100327477,0.25,0.06977804394291647,0.0,0.6362734212116891,0.4444444444444444,0.7916666666666666,0.5,0.5,0.0,0.17979190043864127
FDN13,0.8362607919023519,0.0,0.46304041547454583,0.9333333333333333,0.29136785309238095,0.2222222222222222,0.5,0.5,0.0,0.0,0.012853208201570949
NCP02,0.15183090205418281,0.0,0.13700528066930762,0.13333333333333333,0.11870284348280803,0.6666666666666666,1.0,0.0,1.0,1.0,0.04738345404468021
FDT48,0.021732658529324215,0.0,0.14073156182124724,0.4,0.7152782022288777,0.7777777777777778,0.9166666666666666,0.0,0.5,0.0,0.30143833520350916
FDZ49,0.38374516225066985,0.25,0.4053718313819052,0.3333333333333333,0.8076871489789405,0.4444444444444444,0.7916666666666666,0.5,0.5,0.0,0.31821891257778234
NCJ17,0.18606728192914557,0.0,0.7775740791734612,0.4666666666666667,0.22552105617016074,0.8888888888888888,0.5416666666666666,0.0,1.0,0.3333333333333333,0.010506987656839743
FDB17,0.511759452217922,0.0,0.11230376240455932,0.2,0.6371333591399603,0.7777777777777778,0.9166666666666666,0.0,0.5,0.0,0.23329592981740285
FDP48,0.1765406370943733,0.25,0.13460342092011623,0.4,0.6439135410087675,0.6666666666666666,1.0,0.0,1.0,1.0,0.3340814036519433
FDI53,0.25841024114319733,0.25,0.41980132473079007,0.2,0.555324654157244,0.3333333333333333,0.5833333333333334,0.0,0.0,0.0,0.19494032439049275
FDW02,0.014885382554331646,0.25,0.11470490045298082,0.26666666666666666,0.4052676079294257,0.1111111111111111,0.08333333333333333,1.0,1.0,0.0,0.19881668876874428
FDL20,0.4790116105983923,0.0,0.6846635370716735,0.0,0.3459217040523196,1.0,0.0,0.5,0.0,0.3333333333333333,0.014485361623992657
FDV32,0.19231914260196487,0.0,0.2712308257656359,0.0,0.13353656051993565,0.6666666666666666,1.0,0.0,1.0,1.0,0.1282770580434561
FDG38,0.26317356356058347,0.25,0.16147643022121302,0.3333333333333333,0.2323122737675638,0.7777777777777778,0.9166666666666666,0.0,0.5,0.0,0.09537896562276856
NCB31,0.4790116105983923,0.0,0.3596313288148247,0.13333333333333333,0.9830329917350881,0.0,0.0,0.0,1.0,0.6666666666666666,0.42053453024584314
FDF52,0.2825245608812147,0.0,0.0,0.2,0.6436342521850743,0.7777777777777778,0.9166666666666666,0.0,0.5,0.0,0.3049066612261553
FDB15,0.3774933015778505,0.0,0.41725707372421234,0.26666666666666666,0.986707889357483,0.3333333333333333,0.5833333333333334,0.0,0.0,0.0,0.5831888197490565
FDO48,0.6219112831199761,0.25,0.08206713420127523,0.4,0.8049952801037699,0.6666666666666666,1.0,0.0,1.0,1.0,0.13291849433846784
NCR53,0.4522179220005954,0.0,0.0,0.4666666666666667,0.8198289971408975,0.6666666666666666,1.0,0.0,1.0,1.0,0.4284402733856983
FDF56,0.7231318844894313,0.25,0.3634777777126792,0.0,0.6328888481415834,0.1111111111111111,0.08333333333333333,1.0,1.0,0.0,0.23329592981740285
FDL57,0.6278654361417088,0.25,0.2050910794289007,0.06666666666666667,0.9594309638775136,0.6666666666666666,1.0,0.0,1.0,1.0,0.2942976639804142
NCC31,0.2063114022030366,0.0,0.0,0.13333333333333333,0.5369612017738661,0.1111111111111111,0.08333333333333333,1.0,1.0,0.0,0.1287361011935122
FDE33,0.8809169395653469,0.75,0.15138290291728748,0.0,0.1993833574421558,0.3333333333333333,0.5833333333333334,0.0,0.0,0.0,0.11180250943588699
FDV52,0.9612980053587376,0.25,0.3721420816995235,0.2,0.37545501157902605,0.7777777777777778,0.9166666666666666,0.0,0.5,0.0,0.3043966132816485
FDR46,0.4790116105983923,0.0,0.4224919074200547,0.06666666666666667,0.49315275485741844,0.0,0.0,0.0,1.0,0.6666666666666666,0.2555340201978986
DRE12,0.002083953557606439,0.0,0.21553748186749652,0.5333333333333333,0.35355078812080215,0.2222222222222222,0.5,0.5,0.0,0.0,0.09282872590023464
FDD57,0.8064900267936886,0.0,0.1141697882610333,0.0,0.2725799496091655,0.8888888888888888,0.5416666666666666,0.0,1.0,0.3333333333333333,0.004743445883913088
NCS41,0.49389699315272395,0.0,0.16299811345591655,0.4666666666666667,0.6531063029290521,0.3333333333333333,0.5833333333333334,0.0,0.0,0.0,0.18045496276650008
NCY41,0.7261089610002976,1.0,0.2319309148557895,0.4666666666666667,0.011728432790715037,0.7777777777777778,0.9166666666666666,0.0,0.5,0.0,0.0415179026828522
