Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCL42,OUT027,0.49002802
FDR21,OUT045,0.22322139
NCW29,OUT035,0.19376634
FDO11,OUT013,0.31336913
NCM31,OUT049,0.18769193
FDV35,OUT019,0.022598336
FDF58,OUT017,0.062250055
NCE43,OUT049,0.21311139
FDA02,OUT035,0.21391964
DRL37,OUT010,0.022598336
FDR24,OUT018,0.1081964
FDW59,OUT049,0.10997757
FDS22,OUT049,0.0591428
FDW24,OUT017,0.051575366
FDU24,OUT035,0.14672874
FDA21,OUT027,0.38306454
FDH58,OUT027,0.25270545
FDW36,OUT018,0.11414959
FDI45,OUT027,0.3594235
FDU01,OUT018,0.22378069
FDF35,OUT027,0.22026825
FDU43,OUT019,0.022598336
FDE24,OUT019,0.022598336
FDK50,OUT049,0.21741924
FDG31,OUT045,0.08606448
FDC60,OUT045,0.124588035
FDL36,OUT013,0.101813465
FDP21,OUT013,0.22496264
FDW16,OUT045,0.11978998
FDX02,OUT017,0.26589468
FDQ58,OUT027,0.32241717
FDT51,OUT046,0.14080532
FDD59,OUT049,0.10891933
NCM42,OUT018,0.108314626
FDA57,OUT018,0.036375605
FDZ48,OUT035,0.16740517
FDE46,OUT045,0.19630961
NCZ30,OUT019,0.022598336
FDB56,OUT017,0.21432656
FDA25,OUT027,0.21719798
FDD20,OUT013,0.15384594
FDL25,OUT013,0.11429193
NCO18,OUT049,0.22662266
FDJ45,OUT017,0.022598336
FDR12,OUT035,0.2501776
NCF19,OUT010,0.022598336
FDK25,OUT046,0.20104414
NCR17,OUT046,0.14019686
FDC52,OUT046,0.1937594
NCA54,OUT017,0.21289888
FDR45,OUT010,0.114301145
NCM19,OUT049,0.1483158
FDF39,OUT027,0.51692843
FDX23,OUT049,0.13239041
FDD58,OUT027,0.22019504
FDX28,OUT013,0.13747102
NCD31,OUT013,0.19905563
FDU57,OUT018,0.16341019
FDI27,OUT046,0.05391573
NCM42,OUT046,0.13417932
FDD32,OUT027,0.18094397
FDI34,OUT013,0.2860464
NCM29,OUT049,0.18209781
FDG46,OUT018,0.120203644
DRC01,OUT010,0.022598336
FDB15,OUT027,0.5224409
NCA17,OUT027,0.3062504
FDF10,OUT046,0.16986959
FDR26,OUT027,0.3640395
FDI02,OUT049,0.14031398
NCM54,OUT010,0.022598336
FDF14,OUT013,0.1806131
FDJ33,OUT010,0.022598336
FDM20,OUT035,0.31036547
FDC03,OUT027,0.3898465
NCX05,OUT046,0.13149951
NCM41,OUT027,0.19688128
NCU29,OUT010,0.022598336
FDQ59,OUT017,0.09688284
FDH46,OUT010,0.022598336
FDH09,OUT013,0.05710864
NCD06,OUT045,0.056103893
FDC15,OUT035,0.20635086
DRD37,OUT027,0.1076731
FDT28,OUT027,0.29812914
FDR28,OUT027,0.33108827
FDT38,OUT017,0.08539938
FDV34,OUT027,0.16823278
FDY52,OUT035,0.11291093
FDB34,OUT013,0.10898854
DRL23,OUT018,0.12699625
DRB24,OUT046,0.19423254
FDJ50,OUT046,0.06246823
FDQ49,OUT035,0.22364661
FDP20,OUT035,0.17562042
FDV19,OUT027,0.3271047
NCR54,OUT045,0.24890976
FDO09,OUT010,0.15076426
FDS57,OUT018,0.16354905
FDN10,OUT049,0.15182568
FDV23,OUT049,0.15962458
FDY28,OUT049,0.27726176
DRG51,OUT013,0.20012262
FDD45,OUT019,0.022598336
NCL18,OUT027,0.39358643
NCM29,OUT013,0.16347498
FDF17,OUT027,0.3985303
FDE22,OUT017,0.18148589
FDQ22,OUT017,0.025515832
FDS01,OUT013,0.21937421
FDW35,OUT027,0.08685865
FDJ33,OUT046,0.15147054
NCF54,OUT035,0.23935883
FDE09,OUT013,0.13313091
NCE06,OUT045,0.20107765
DRH49,OUT049,0.100196175
FDY43,OUT045,0.21506281
NCT05,OUT017,0.29191652
FDZ34,OUT045,0.24331383
FDL38,OUT017,0.11060234
FDZ31,OUT017,0.22255929
FDR14,OUT035,0.082905814
NCN54,OUT049,0.09560022
NCC42,OUT027,0.28645572
FDK08,OUT017,0.11421766
FDP59,OUT013,0.12431412
FDV22,OUT035,0.22767112
FDD33,OUT035,0.31463632
DRE60,OUT027,0.44922978
FDK52,OUT046,0.27203974
FDA02,OUT017,0.18543339
FDM56,OUT049,0.13383155
FDE57,OUT035,0.21801366
FDM32,OUT045,0.110776104
NCQ30,OUT027,0.25979996
FDQ27,OUT027,0.2120131
FDT60,OUT027,0.26002747
FDU43,OUT049,0.2879807
NCO55,OUT035,0.15810855
FDG02,OUT045,0.23776466
FDJ28,OUT013,0.23180422
FDP40,OUT045,0.14648455
FDJ38,OUT045,0.24329321
NCC54,OUT017,0.2860792
NCZ41,OUT046,0.14167623
FDK38,OUT019,0.022598336
FDU52,OUT013,0.1846803
FDC40,OUT046,0.085193165
NCR30,OUT017,0.06637835
NCN18,OUT017,0.12100032
FDB50,OUT035,0.11326383
FDG04,OUT013,0.24560615
FDR26,OUT035,0.24501526
NCT17,OUT018,0.208848
FDX35,OUT027,0.4393946
FDS12,OUT046,0.14375612
NCZ29,OUT027,0.2604376
FDB38,OUT010,0.047888972
FDP12,OUT013,0.04542297
FDP22,OUT046,0.059960924
FDS26,OUT018,0.30587298
FDR52,OUT046,0.23788247
DRJ13,OUT046,0.19562294
FDU48,OUT027,0.2711096
FDE29,OUT035,0.094271705
NCT29,OUT049,0.15635288
DRK37,OUT018,0.19989084
FDK55,OUT046,0.097855665
FDR07,OUT046,0.09876955
FDO21,OUT027,0.44867697
FDK46,OUT049,0.3111503
FDB12,OUT045,0.14832862
FDT31,OUT027,0.3644039
FDJ33,OUT045,0.16688307
FDC26,OUT027,0.23317748
NCQ02,OUT045,0.2408914
FDP08,OUT010,0.085512124
FDB11,OUT027,0.43938485
FDV55,OUT013,0.17258953
FDW20,OUT049,0.15024726
NCJ18,OUT019,0.022598336
FDC41,OUT018,0.07853939
FDE14,OUT027,0.2113967
FDG35,OUT013,0.22052498
FDF45,OUT035,0.097729936
FDS19,OUT027,0.17391303
FDS58,OUT019,0.022598336
FDA26,OUT017,0.25147408
FDM32,OUT049,0.1069041
FDL45,OUT046,0.14793392
FDZ55,OUT049,0.21384397
FDY37,OUT049,0.18584442
FDO46,OUT046,0.23767672
FDQ60,OUT046,0.147336
FDA19,OUT018,0.13371424
FDL15,OUT046,0.18337496
FDM10,OUT018,0.24614084
NCL05,OUT017,0.02947836
DRK49,OUT010,0.022598336
NCE18,OUT027,0.50330406
FDG40,OUT049,0.04264885
DRI59,OUT045,0.28003556
FDK28,OUT035,0.35607246
NCD06,OUT019,0.022598336
FDO11,OUT019,0.022598336
FDK27,OUT046,0.14814942
FDT43,OUT027,0.12901834
FDD38,OUT018,0.12404633
FDA16,OUT049,0.2785224
FDL14,OUT027,0.31009254
NCM17,OUT049,0.05853986
FDD20,OUT045,0.16261186
FDA40,OUT045,0.122181825
FDL43,OUT045,0.10819973
FDV15,OUT045,0.12908064
FDE52,OUT046,0.11117498
NCL17,OUT010,0.022598336
NCJ31,OUT045,0.29607806
FDR60,OUT045,0.09435363
NCA18,OUT035,0.17294113
FDS21,OUT027,0.14574
FDW09,OUT035,0.12833722
FDL26,OUT035,0.21961203
FDS47,OUT018,0.09584616
FDC39,OUT046,0.24922742
FDT51,OUT035,0.17667112
FDK40,OUT035,0.3305418
NCG19,OUT045,0.29100344
FDZ07,OUT046,0.063585065
FDF08,OUT027,0.19526151
FDO04,OUT013,0.058622018
FDK41,OUT018,0.088872164
FDP15,OUT049,0.32694665
NCD43,OUT018,0.107752286
NCP18,OUT013,0.18405463
FDZ51,OUT046,0.11943861
DRH13,OUT035,0.16970508
FDF38,OUT045,0.061290428
NCI43,OUT045,0.059880413
FDM38,OUT027,0.110862575
FDS03,OUT013,0.075999066
DRJ47,OUT017,0.20003976
FDT50,OUT010,0.022598336
FDV02,OUT046,0.20550272
NCG18,OUT017,0.13365829
FDW52,OUT046,0.20463774
FDS40,OUT035,0.068407536
FDN31,OUT017,0.23391831
FDA37,OUT045,0.16650125
FDA15,OUT046,0.29023594
FDL39,OUT046,0.22193019
FDJ53,OUT045,0.15961884
FDX22,OUT013,0.25147614
NCZ42,OUT045,0.30206192
FDD56,OUT027,0.35895085
FDD40,OUT017,0.23268554
FDS50,OUT013,0.27132174
NCN14,OUT013,0.22967662
FDT15,OUT013,0.23138063
NCS18,OUT027,0.23455635
NCO26,OUT010,0.022598336
FDF58,OUT018,0.06599374
NCB19,OUT013,0.102592126
FDH26,OUT017,0.16360646
DRB24,OUT027,0.3097533
FDA49,OUT018,0.09417613
FDB32,OUT045,0.11926654
FDI36,OUT017,0.2324318
NCA17,OUT010,0.034208503
FDH22,OUT013,0.14847097
NCM26,OUT018,0.18823402
FDT15,OUT027,0.3591468
FDB16,OUT018,0.088691264
NCP54,OUT027,0.26341137
FDJ36,OUT013,0.11795474
FDO28,OUT045,0.15437216
FDU09,OUT013,0.06631063
FDF29,OUT017,0.16217138
FDY08,OUT013,0.16695864
DRJ59,OUT018,0.04225722
FDT23,OUT027,0.16277295
FDU15,OUT018,0.04637122
FDT47,OUT013,0.12271006
FDI53,OUT019,0.022598336
FDR59,OUT018,0.30452058
FDD53,OUT035,0.07048595
FDY51,OUT017,0.2581423
FDT04,OUT049,0.037518308
FDU51,OUT049,0.22330077
FDG14,OUT035,0.22718385
NCU06,OUT045,0.29435503
DRG25,OUT046,0.23414396
DRH49,OUT035,0.12672545
FDN15,OUT035,0.21169266
FDL43,OUT018,0.08260821
NCT18,OUT049,0.23272292
NCB31,OUT013,0.35048342
FDK57,OUT035,0.17482135
FDY04,OUT019,0.022598336
NCP54,OUT046,0.14243579
FDF41,OUT013,0.31812155
FDM01,OUT045,0.14791769
FDW03,OUT045,0.14355657
FDF28,OUT045,0.16371909
FDY37,OUT017,0.16783395
FDQ03,OUT017,0.28586853
FDP51,OUT027,0.2403888
FDJ40,OUT017,0.12783273
FDC32,OUT049,0.10870697
DRI49,OUT027,0.17585637
NCW54,OUT017,0.05152607
FDF09,OUT017,0.035685882
FDP45,OUT018,0.28703687
DRJ23,OUT018,0.22286415
FDS59,OUT017,0.12937765
FDY08,OUT046,0.16200092
FDX16,OUT049,0.20339285
FDY16,OUT018,0.22007227
FDK32,OUT035,0.21708106
FDQ22,OUT013,0.046589464
NCC31,OUT018,0.16404827
FDG58,OUT049,0.20097625
DRF48,OUT013,0.22257021
DRH36,OUT049,0.09306883
NCR30,OUT035,0.10924848
FDB03,OUT019,0.022598336
FDZ28,OUT027,0.26080185
FDR35,OUT017,0.23341945
DRD15,OUT027,0.4528821
FDJ33,OUT019,0.022598336
FDA56,OUT010,0.022598336
FDP56,OUT046,0.051556014
NCT30,OUT046,0.048272163
FDK15,OUT017,0.10870614
FDH44,OUT018,0.17501813
FDV01,OUT013,0.18550216
DRG03,OUT017,0.17533916
FDG50,OUT027,0.19573332
FDR16,OUT010,0.08626119
FDZ60,OUT046,0.11258048
DRG03,OUT045,0.19905876
FDS56,OUT018,0.28466547
FDU33,OUT045,0.060493097
DRD27,OUT035,0.14674349
FDW22,OUT046,0.2627786
DRA24,OUT045,0.21419063
FDF38,OUT049,0.0570276
FDX48,OUT013,0.19130096
FDS58,OUT018,0.17499141
FDC32,OUT046,0.09547022
NCQ29,OUT045,0.3277603
DRK39,OUT018,0.083403625
NCS38,OUT017,0.12780538
DRO47,OUT013,0.1328486
DRG27,OUT027,0.10814186
FDC57,OUT027,0.3876903
FDS55,OUT046,0.17816645
NCJ06,OUT018,0.1396168
FDO01,OUT019,0.022598336
NCM55,OUT045,0.24081448
FDC52,OUT049,0.20687924
FDQ15,OUT045,0.09447485
NCT30,OUT027,0.12098386
NCR42,OUT027,0.09258812
FDD28,OUT035,0.102699764
FDQ34,OUT049,0.124598056
FDZ12,OUT027,0.29356247
DRE13,OUT019,0.022598336
NCN07,OUT019,0.022598336
FDM28,OUT035,0.25343165
FDI10,OUT017,0.19585542
FDQ25,OUT013,0.20810112
FDA38,OUT010,0.10932108
DRI13,OUT049,0.2726672
FDY20,OUT027,0.19778788
NCZ53,OUT035,0.27111524
NCM31,OUT013,0.17549233
DRB01,OUT017,0.21418741
DRF37,OUT046,0.31842536
NCF42,OUT049,0.21283725
FDF16,OUT018,0.16478325
FDB41,OUT013,0.044785343
FDR34,OUT013,0.2835005
FDR15,OUT018,0.17457934
NCV42,OUT019,0.022598336
FDW51,OUT035,0.3054686
FDU36,OUT017,0.10689019
FDX60,OUT049,0.09971431
FDY03,OUT035,0.16720621
FDW55,OUT045,0.31133443
FDT01,OUT010,0.109497994
FDG58,OUT013,0.19242798
FDK21,OUT017,0.27691826
NCS41,OUT019,0.022598336
FDS10,OUT045,0.23207198
NCT53,OUT046,0.2084922
FDJ28,OUT018,0.21102633
FDX44,OUT045,0.11780616
FDT20,OUT018,0.03539694
FDO44,OUT017,0.1374368
NCX17,OUT049,0.2909292
FDY01,OUT017,0.12581143
FDJ12,OUT027,0.41275758
DRK35,OUT018,0.05321574
FDD47,OUT019,0.022598336
NCM53,OUT035,0.15416656
FDO45,OUT013,0.10698825
NCM42,OUT010,0.022598336
FDE04,OUT046,0.2152657
NCI30,OUT027,0.49661732
FDZ19,OUT013,0.20340233
FDW57,OUT013,0.21484043
FDA25,OUT013,0.12795281
FDT22,OUT046,0.067539446
FDP51,OUT013,0.1451123
FDD48,OUT027,0.24375446
FDY39,OUT035,0.272632
FDO48,OUT010,0.10884801
FDD23,OUT027,0.34523645
DRN35,OUT027,0.087876685
FDT01,OUT035,0.29132915
FDC20,OUT010,0.022598336
DRJ35,OUT035,0.12596445
FDB32,OUT046,0.1014949
FDL24,OUT046,0.22139698
NCV42,OUT035,0.1845492
FDZ46,OUT046,0.13019344
FDC15,OUT013,0.17400625
FDD08,OUT019,0.022598336
FDY50,OUT049,0.12521972
FDD36,OUT013,0.146339
FDG57,OUT027,0.12624402
FDL21,OUT018,0.047837056
FDN16,OUT027,0.21545522
FDJ09,OUT027,0.10641446
FDS01,OUT010,0.050327405
FDV33,OUT017,0.29623753
DRE12,OUT017,0.12506056
FDR07,OUT013,0.10306801
FDP48,OUT010,0.05396168
NCB55,OUT035,0.082278654
FDQ08,OUT013,0.06993973
FDR34,OUT035,0.29284704
FDO33,OUT046,0.12528254
FDP13,OUT045,0.052328147
FDX12,OUT049,0.29114988
NCT06,OUT049,0.21130571
FDR16,OUT019,0.022598336
FDE36,OUT046,0.22363219
FDZ36,OUT049,0.24938498
FDV13,OUT045,0.11828324
NCZ17,OUT035,0.066624954
FDU56,OUT045,0.23549673
FDM09,OUT035,0.24552067
FDV02,OUT017,0.1986355
FDS34,OUT018,0.14136507
FDA11,OUT049,0.12828623
FDP09,OUT017,0.24949373
FDB29,OUT027,0.2387638
FDT19,OUT017,0.1933789
DRH15,OUT017,0.03507352
FDY38,OUT046,0.28781894
FDF14,OUT027,0.31221038
FDN48,OUT010,0.022598336
FDQ12,OUT013,0.28833243
NCJ43,OUT045,0.214045
FDE17,OUT019,0.022598336
FDB05,OUT035,0.33866456
FDH10,OUT045,0.24349608
NCR06,OUT017,0.036390908
FDU32,OUT018,0.1254038
FDD56,OUT049,0.22060108
FDO36,OUT018,0.21636608
FDH16,OUT010,0.022598336
FDX10,OUT018,0.031541213
FDZ37,OUT017,0.10258777
FDU31,OUT010,0.09271495
DRC49,OUT049,0.19608578
FDL15,OUT045,0.19644894
FDN32,OUT019,0.022598336
DRH59,OUT027,0.15763466
NCU29,OUT049,0.19828382
FDR37,OUT019,0.022598336
FDS14,OUT018,0.1657544
FDU02,OUT027,0.4549485
FDJ08,OUT035,0.2667871
NCZ06,OUT045,0.3203712
FDO31,OUT049,0.11559198
FDH31,OUT018,0.11765094
FDS58,OUT017,0.182697
NCA53,OUT027,0.116269894
FDF50,OUT046,0.24737546
NCW42,OUT049,0.26986358
NCQ17,OUT045,0.20106888
FDK51,OUT018,0.30660185
NCW41,OUT010,0.037478954
NCR29,OUT017,0.056371696
FDB08,OUT019,0.022598336
FDA40,OUT027,0.18516941
FDL14,OUT018,0.17221212
FDB47,OUT046,0.2567884
FDO03,OUT035,0.3243188
DRK13,OUT019,0.022598336
FDX13,OUT010,0.122243285
FDF52,OUT046,0.22545412
FDT11,OUT013,0.2269285
FDB08,OUT013,0.1844573
FDQ28,OUT018,0.17801182
FDD29,OUT045,0.31346357
NCQ29,OUT027,0.51522905
NCO02,OUT013,0.074811645
FDR56,OUT010,0.07929097
NCM54,OUT049,0.15596536
FDP51,OUT035,0.17485529
FDT38,OUT013,0.0923901
FDZ20,OUT018,0.28622723
FDJ53,OUT013,0.14537218
FDX13,OUT049,0.3120882
FDP58,OUT035,0.3007923
NCK31,OUT019,0.022598336
FDA35,OUT018,0.14605811
FDV37,OUT018,0.22776458
NCO07,OUT027,0.41790774
FDA20,OUT045,0.23004116
FDZ59,OUT035,0.24644877
NCY17,OUT017,0.0226709
FDQ28,OUT035,0.22282258
FDV35,OUT017,0.16864543
FDQ36,OUT013,0.03371409
FDD34,OUT018,0.17120497
FDK51,OUT045,0.33377817
FDV31,OUT035,0.2557179
FDR04,OUT035,0.15356213
FDR14,OUT049,0.05961083
DRC36,OUT010,0.05394847
FDE39,OUT019,0.022598336
FDP57,OUT049,0.12853117
FDE57,OUT046,0.1727404
NCN18,OUT046,0.12672888
NCQ05,OUT018,0.166344
FDW47,OUT035,0.18665682
FDV46,OUT035,0.19798344
NCP29,OUT045,0.08161651
FDE09,OUT018,0.113027
NCU06,OUT027,0.46274745
FDT19,OUT010,0.042488158
DRF15,OUT017,0.17407939
DRI51,OUT013,0.20672083
NCX54,OUT013,0.12724176
DRE01,OUT013,0.3053551
NCB07,OUT045,0.24626485
FDU50,OUT035,0.17865877
FDG40,OUT035,0.06513933
FDW10,OUT018,0.20753163
FDX51,OUT013,0.2386046
NCP17,OUT045,0.07966115
FDP21,OUT035,0.28666207
FDL04,OUT045,0.12578693
FDV23,OUT013,0.14677857
FDF24,OUT046,0.096389085
FDH56,OUT027,0.24208082
FDB51,OUT049,0.08497519
FDI58,OUT027,0.20546055
FDR20,OUT013,0.048430685
FDC51,OUT018,0.13682881
FDB16,OUT027,0.190593
FDE40,OUT049,0.074337594
NCM17,OUT035,0.08116592
FDU56,OUT035,0.23678647
FDS32,OUT019,0.022598336
FDX02,OUT049,0.27879176
FDT39,OUT027,0.28956607
FDE35,OUT017,0.06697391
NCI42,OUT019,0.022598336
DRL23,OUT046,0.1232433
FDA10,OUT046,0.12790906
FDA11,OUT013,0.11894583
NCM06,OUT046,0.2085561
NCT05,OUT035,0.3321869
NCQ02,OUT010,0.057504654
NCY06,OUT049,0.16309817
FDY56,OUT035,0.29801846
FDL02,OUT035,0.1501211
NCI06,OUT035,0.2640227
FDQ14,OUT045,0.19490115
FDQ12,OUT017,0.26497364
FDP36,OUT046,0.05249293
FDK21,OUT027,0.5037909
FDO40,OUT045,0.19068658
NCK54,OUT019,0.022598336
FDY09,OUT018,0.19983865
NCW30,OUT049,0.29595593
NCC55,OUT027,0.08763129
FDE58,OUT018,0.13585499
FDR39,OUT013,0.2196283
FDU28,OUT049,0.23604219
FDH08,OUT017,0.251689
FDG35,OUT045,0.23283371
FDG22,OUT049,0.044139285
FDC34,OUT035,0.2143828
FDP15,OUT018,0.29324302
FDK34,OUT010,0.11903526
FDU45,OUT035,0.17434727
FDQ04,OUT027,0.09256294
FDX22,OUT018,0.22573999
FDB45,OUT017,0.10837017
NCH43,OUT027,0.438971
DRE60,OUT046,0.2718074
FDD17,OUT027,0.4733388
NCM54,OUT017,0.13990082
NCH55,OUT013,0.15185677
NCT06,OUT017,0.19107422
FDA48,OUT027,0.44125566
FDY58,OUT027,0.46140593
FDO25,OUT045,0.26065588
FDN50,OUT045,0.12789436
FDH35,OUT035,0.2320699
FDK09,OUT045,0.29006207
FDO16,OUT013,0.09826241
FDW11,OUT045,0.085699916
FDU47,OUT027,0.27728093
NCQ42,OUT010,0.022598336
FDK55,OUT027,0.18872212
FDN08,OUT049,0.15443519
FDT57,OUT045,0.3006289
FDJ12,OUT018,0.2303024
DRL59,OUT017,0.048312154
NCN53,OUT046,0.041100938
FDO51,OUT010,0.022598336
FDK56,OUT017,0.21335642
FDY12,OUT035,0.088514246
FDU15,OUT035,0.0757511
FDQ19,OUT046,0.28499255
DRF15,OUT045,0.19791937
DRE25,OUT019,0.022598336
FDK57,OUT018,0.1270343
FDD33,OUT010,0.11130754
FDR34,OUT027,0.45597
FDU04,OUT045,0.15834643
FDE35,OUT019,0.022598336
NCD31,OUT035,0.23171023
FDJ56,OUT035,0.15066689
NCU53,OUT046,0.20844261
FDD39,OUT035,0.2918962
NCU17,OUT019,0.022598336
FDJ20,OUT046,0.13745122
NCW41,OUT018,0.18521884
FDL52,OUT035,0.08114705
FDS39,OUT035,0.21454903
DRJ47,OUT045,0.22466575
FDP13,OUT010,0.022598336
DRK39,OUT010,0.022598336
FDF28,OUT010,0.022598336
FDB09,OUT045,0.15918708
FDM51,OUT046,0.12516779
DRM49,OUT018,0.04679902
DRF23,OUT013,0.20953037
DRH01,OUT035,0.23788288
FDH12,OUT027,0.22679543
FDA28,OUT019,0.022598336
FDW37,OUT018,0.09424155
FDF02,OUT046,0.11263061
DRL37,OUT046,0.04013457
NCF43,OUT046,0.19260477
FDH08,OUT010,0.095036484
FDR34,OUT019,0.022598336
NCK19,OUT049,0.2631177
NCD55,OUT018,0.045740955
FDT27,OUT049,0.30840057
FDQ57,OUT045,0.18535803
FDA47,OUT035,0.23368922
DRG15,OUT027,0.14708908
FDE05,OUT018,0.16212028
FDN46,OUT046,0.12655564
FDX27,OUT027,0.19634837
FDT51,OUT045,0.15571132
FDU33,OUT013,0.047437087
FDJ16,OUT027,0.14168157
FDD20,OUT019,0.022598336
FDT36,OUT049,0.036803696
DRF15,OUT027,0.31460503
FDN52,OUT010,0.022598336
FDC22,OUT027,0.38569808
FDX15,OUT045,0.19713156
FDT13,OUT013,0.23330876
FDU04,OUT017,0.13400216
FDU31,OUT019,0.022598336
FDW59,OUT027,0.18043606
NCO29,OUT046,0.20477912
FDL15,OUT035,0.21624301
FDI41,OUT049,0.18552977
FDQ48,OUT049,0.13547161
DRI39,OUT013,0.05527871
FDI08,OUT013,0.329031
FDC21,OUT049,0.14409827
FDF58,OUT035,0.10456447
FDS08,OUT010,0.037080936
FDE47,OUT045,0.16350462
NCP18,OUT019,0.022598336
NCR41,OUT013,0.115224816
FDA27,OUT013,0.32724047
FDA43,OUT035,0.29239354
FDA49,OUT045,0.10585949
NCE55,OUT018,0.19002496
DRM49,OUT027,0.10276079
FDF22,OUT027,0.43503016
FDQ15,OUT018,0.083817534
NCS54,OUT017,0.20357148
NCY05,OUT013,0.03536395
FDR45,OUT046,0.2751127
FDK57,OUT049,0.1548011
FDF41,OUT010,0.13157575
FDV21,OUT046,0.15439902
FDD51,OUT046,0.039305642
FDF33,OUT046,0.13869502
FDA38,OUT046,0.2876291
FDR56,OUT045,0.25233215
NCN41,OUT017,0.13452992
FDC60,OUT027,0.1846121
FDB47,OUT045,0.25740546
DRH01,OUT013,0.20905322
FDW08,OUT046,0.11235366
FDF38,OUT027,0.09465062
FDY32,OUT017,0.18116401
FDG34,OUT049,0.14719483
FDG47,OUT019,0.022598336
NCF18,OUT035,0.2586632
FDL39,OUT019,0.022598336
NCH55,OUT035,0.18238506
DRJ35,OUT049,0.086502954
FDS44,OUT035,0.32600302
DRE01,OUT018,0.27797878
FDY39,OUT013,0.2209935
FDY32,OUT018,0.17098337
FDR33,OUT027,0.24179715
NCP50,OUT049,0.10432587
FDZ47,OUT018,0.11296874
FDU57,OUT049,0.20103543
FDY44,OUT013,0.24120283
DRH59,OUT018,0.083014935
FDB03,OUT027,0.4730989
FDY46,OUT045,0.2381543
FDM39,OUT045,0.2282729
FDY36,OUT035,0.12319052
NCM55,OUT035,0.25891802
FDJ50,OUT010,0.022598336
DRL60,OUT013,0.18386164
NCJ54,OUT049,0.28992784
FDX59,OUT017,0.02741814
FDI07,OUT013,0.24849387
DRF51,OUT010,0.022598336
FDM14,OUT017,0.12519379
FDP21,OUT045,0.23555957
FDE40,OUT035,0.10035782
FDE05,OUT035,0.22029887
FDM13,OUT027,0.26335442
FDC34,OUT027,0.320959
NCI55,OUT018,0.14469671
NCE43,OUT018,0.1879301
FDW58,OUT018,0.12460943
FDG60,OUT045,0.29891482
FDV31,OUT017,0.19949205
FDR47,OUT013,0.2541162
FDM60,OUT019,0.022598336
NCF06,OUT018,0.27615234
NCN26,OUT027,0.25148755
FDQ59,OUT049,0.11842491
FDF09,OUT046,0.041870236
NCS06,OUT017,0.29462785
FDT44,OUT046,0.12936231
FDI19,OUT017,0.28933227
FDT22,OUT017,0.05293224
NCF54,OUT027,0.35222533
DRG25,OUT045,0.23884119
FDB59,OUT017,0.23383135
FDQ37,OUT017,0.22445849
FDP56,OUT035,0.08690104
FDW44,OUT035,0.25235504
FDJ26,OUT010,0.10314984
FDU43,OUT018,0.27837884
FDW33,OUT045,0.13519007
NCX53,OUT027,0.29313356
FDN56,OUT010,0.022598336
DRF15,OUT049,0.19287468
FDO33,OUT017,0.12205008
FDZ39,OUT010,0.022598336
NCJ19,OUT017,0.041598924
FDU01,OUT035,0.25256723
FDT12,OUT035,0.32211235
NCM18,OUT018,0.0663474
FDP19,OUT017,0.13558832
NCR42,OUT049,0.04518868
FDN10,OUT046,0.14079732
FDG44,OUT017,0.05090835
FDQ10,OUT046,0.2097467
DRH13,OUT049,0.14317591
FDT52,OUT013,0.31321958
FDM56,OUT045,0.13835314
NCO43,OUT010,0.022598336
NCV29,OUT035,0.25325033
NCF06,OUT013,0.34917316
FDO50,OUT035,0.134153
FDT59,OUT013,0.28226778
FDX40,OUT027,0.07446095
FDE50,OUT017,0.22401522
FDX51,OUT017,0.22991343
NCD30,OUT018,0.11297071
FDK15,OUT013,0.11793835
FDL12,OUT045,0.07611093
FDK46,OUT017,0.29196477
DRH49,OUT010,0.022598336
FDQ57,OUT046,0.18340933
FDY59,OUT017,0.10579723
FDO09,OUT018,0.29770714
NCG30,OUT035,0.17195971
FDM09,OUT017,0.19730598
NCN17,OUT027,0.21395694
NCS42,OUT013,0.10706926
FDD02,OUT019,0.022598336
FDE34,OUT013,0.21771115
FDU38,OUT045,0.24575268
FDB33,OUT046,0.18586433
NCJ29,OUT017,0.0968363
FDZ27,OUT035,0.0912546
FDI40,OUT013,0.11685861
FDG22,OUT013,0.037796892
FDT51,OUT017,0.1347471
FDF20,OUT018,0.21914575
FDV50,OUT035,0.17164616
FDT02,OUT049,0.047807418
DRC49,OUT017,0.16608551
FDF26,OUT049,0.2072635
FDV52,OUT035,0.17719194
FDX59,OUT049,0.047915414
FDV25,OUT035,0.30850044
FDW23,OUT027,0.098314025
FDE53,OUT018,0.115512975
FDA19,OUT017,0.14254436
FDH22,OUT046,0.14677519
NCO41,OUT013,0.11987477
FDX12,OUT017,0.29279613
FDF17,OUT013,0.22891808
FDS11,OUT045,0.27981064
FDR51,OUT035,0.21439515
FDT49,OUT010,0.022598336
FDC56,OUT013,0.14193076
FDR13,OUT027,0.23968124
FDQ60,OUT035,0.18372512
FDN38,OUT049,0.3292494
NCL29,OUT013,0.1917353
FDO13,OUT027,0.32185203
FDE26,OUT018,0.15600754
FDA31,OUT010,0.035447188
FDX14,OUT035,0.116274245
FDA34,OUT045,0.23034108
FDF26,OUT013,0.18593496
FDE38,OUT045,0.20898241
DRI11,OUT046,0.14120448
FDQ60,OUT027,0.24193065
FDL21,OUT027,0.10099657
DRC12,OUT027,0.3831498
FDC47,OUT046,0.27307978
FDE57,OUT045,0.1810537
FDT14,OUT045,0.15697195
NCZ53,OUT046,0.23889945
FDE28,OUT018,0.25689048
FDR19,OUT035,0.20132753
